amendment,bill,chamber,congress,date,description,member_id,nomination,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'Continuing Appropriations and Surface Transportation Extensions Act, 2011', u'number': u'H.R. 3082', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr3082.json', u'latest_action': u'Became Public Law No: 111-322', u'sponsor_id': u'E000063', u'bill_id': u'hr3082-111'}",Senate,111,2010-12-21,"Consolidated Appropriations Act, 2011 ",G000445,,Not Voting,On the Motion,Motion Agreed to,289,2,14:01:00,"{u'not_voting': 5, u'yes': 79, u'present': 0, u'no': 16}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/289.json,hr3082,E000063,https://api.propublica.org/congress/v1/111/bills/hr3082.json
{},"{u'title': u'Continuing Appropriations and Surface Transportation Extensions Act, 2011', u'number': u'H.R. 3082', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr3082.json', u'latest_action': u'Became Public Law No: 111-322', u'sponsor_id': u'E000063', u'bill_id': u'hr3082-111'}",Senate,111,2010-12-21,"Consolidated Appropriations Act, 2011 ",G000445,,Not Voting,On the Cloture Motion,Cloture Motion Agreed to,288,2,10:16:00,"{u'not_voting': 4, u'yes': 82, u'present': 0, u'no': 14}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/288.json,hr3082,E000063,https://api.propublica.org/congress/v1/111/bills/hr3082.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt4847.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/L000572.json', u'number': u'S.Amdt. 4847', u'sponsor_party': u'R', u'sponsor': u'George S. LeMieux', u'sponsor_id': u'L000572', u'sponsor_state': u'Fla.'}",{},Senate,111,2010-12-20,To amend the Treaty to require negotiations to address the disparity between tactical nuclear weapon stockpiles.,G000445,,No,On the Amendment,Amendment Rejected,287,2,18:54:00,"{u'not_voting': 3, u'yes': 35, u'present': 0, u'no': 62}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/287.json,NA,NA,NA
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt4841.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/T000250.json', u'number': u'S.Amdt. 4841', u'sponsor_party': u'R', u'sponsor': u'John Thune', u'sponsor_id': u'T000250', u'sponsor_state': u'S.D.'}",{},Senate,111,2010-12-20,To modify the deployed delivery vehicle limits of the Treaty.,G000445,,No,On the Amendment,Amendment Rejected,286,2,18:36:00,"{u'not_voting': 3, u'yes': 33, u'present': 0, u'no': 64}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/286.json,NA,NA,NA
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt4833.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/I000024.json', u'number': u'S.Amdt. 4833', u'sponsor_party': u'R', u'sponsor': u'James M. Inhofe', u'sponsor_id': u'I000024', u'sponsor_state': u'Okla.'}",{},Senate,111,2010-12-20,To increase the number of Type One and Type Two inspections allowed under the Treaty.,G000445,,No,On the Amendment,Amendment Rejected,285,2,18:10:00,"{u'not_voting': 3, u'yes': 33, u'present': 0, u'no': 64}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/285.json,NA,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'PN1548', u'bill_id': u'pn1548-111', u'latest_action': None}",Senate,111,2010-12-19,"Raymond Joseph Lohier, Jr., of New York, to be United States Circuit Judge for the Second Circuit",G000445,"{u'nomination_id': u'PN1548-111', u'agency': u'', u'number': u'PN1548', u'name': u'Raymond Joseph Lohier, Jr.'}",Yes,On the Nomination,Nomination Confirmed,284,2,15:33:00,"{u'not_voting': 8, u'yes': 92, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/284.json,pn1548,NA,NA
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt4839.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/R000584.json', u'number': u'S.Amdt. 4839', u'sponsor_party': u'R', u'sponsor': u'Jim Risch', u'sponsor_id': u'R000584', u'sponsor_state': u'Idaho'}",{},Senate,111,2010-12-19,To amend the preamble to the Treaty to acknowledge the interrelationship between no-strategic and strategic offensive arms.,G000445,,No,On the Amendment,Amendment Rejected,283,2,15:01:00,"{u'not_voting': 8, u'yes': 32, u'present': 0, u'no': 60}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/283.json,NA,NA,NA
"{u'api_uri': u'https://api.propublica.org/congress/v1/111/amendments/samdt4814.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/M000303.json', u'number': u'S.Amdt. 4814', u'sponsor_party': u'R', u'sponsor': u'John McCain', u'sponsor_id': u'M000303', u'sponsor_state': u'Ariz.'}",{},Senate,111,2010-12-18,To amend the preamble to strike language regarding the interrelationship between strategic offensive arms and strategic defensive arms.,G000445,,Not Voting,On the Amendment,Amendment Rejected,282,2,15:36:00,"{u'not_voting': 4, u'yes': 37, u'present': 0, u'no': 59}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/282.json,NA,NA,NA
{},"{u'title': u'Don&#39;t Ask, Don&#39;t Tell Repeal Act of 2010', u'number': u'H.R. 2965', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr2965.json', u'latest_action': u'Became Public Law No: 111-321', u'sponsor_id': u'A000362', u'bill_id': u'hr2965-111'}",Senate,111,2010-12-18,"Don&#39;t Ask, Don&#39;t Tell Repeal Act of 2010 ",G000445,,Not Voting,On the Motion,Motion Agreed to,281,2,15:02:00,"{u'not_voting': 4, u'yes': 65, u'present': 0, u'no': 31}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/281.json,hr2965,A000362,https://api.propublica.org/congress/v1/111/bills/hr2965.json
{},"{u'api_uri': None, u'title': None, u'number': u'PN1655', u'bill_id': u'pn1655-111', u'latest_action': None}",Senate,111,2010-12-18,"Ellen Lipton Hollander, of Maryland, to be United States District Judge for the District of Maryland",G000445,"{u'nomination_id': u'PN1655-111', u'agency': u'', u'number': u'PN1655', u'name': u'Ellen Lipton Hollander'}",Not Voting,On the Nomination,Nomination Confirmed,280,2,11:57:00,"{u'not_voting': 5, u'yes': 95, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/111/senate/sessions/2/votes/280.json,pn1655,NA,NA
