amendment,bill,chamber,congress,date,description,member_id,nomination,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S.744', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/s744.json', u'latest_action': u'Committee on the Judiciary. Hearings held.', u'sponsor_id': u'S000148', u'bill_id': u's744-113'}",Senate,113,2013-06-26,A bill to provide for comprehensive immigration reform and for other purposes.,C001099,,Yes,"On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: S. 744 and Amdt. No. 1183, As Modified)",Motion Agreed to,162,1,11:36:00,"{u'not_voting': 2, u'yes': 68, u'present': 0, u'no': 30}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/162.json,s744,S000148,https://api.propublica.org/congress/v1/113/bills/s744.json
{},"{u'api_uri': None, u'title': None, u'number': u'PN413', u'bill_id': u'pn413-113', u'latest_action': None}",Senate,113,2013-06-25,"Penny Pritzker, of Illinois, to be Secretary of Commerce",C001099,"{u'nomination_id': u'PN413-113', u'agency': u'', u'number': u'PN413', u'name': u''}",Yes,On the Nomination PN413,Nomination Confirmed,161,1,14:45:00,"{u'not_voting': 2, u'yes': 97, u'present': 0, u'no': 1}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/161.json,pn413,NA,NA
"{u'api_uri': u'https://api.propublica.org/congress/v1/113/amendments/samdt1183.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/L000174.json', u'number': u'S.Amdt. 1183', u'sponsor_party': u'D', u'sponsor': u'Patrick J. Leahy', u'sponsor_id': u'L000174', u'sponsor_state': u'Vt.'}","{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S. 744', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/s744.json', u'latest_action': u'Committee on the Judiciary. Hearings held.', u'sponsor_id': u'S000148', u'bill_id': u's744-113'}",Senate,113,2013-06-24,To strengthen border security and enforcement.,C001099,,Yes,"On the Cloture Motion S.Amdt. 1183 to S. 744 (Border Security, Economic Opportunity, and Immigration Modernization Act)",Cloture Motion Agreed to,160,1,17:34:00,"{u'not_voting': 6, u'yes': 67, u'present': 0, u'no': 27}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/160.json,s744,S000148,https://api.propublica.org/congress/v1/113/bills/s744.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/113/amendments/samdt1251.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/C001056.json', u'number': u'S.Amdt. 1251', u'sponsor_party': u'R', u'sponsor': u'John Cornyn', u'sponsor_id': u'C001056', u'sponsor_state': u'Tex.'}","{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S. 744', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/s744.json', u'latest_action': u'Committee on the Judiciary. Hearings held.', u'sponsor_id': u'S000148', u'bill_id': u's744-113'}",Senate,113,2013-06-20,"Requiring Enforcement, Security and safety while Upgrading Lawful Trade and travel Simultaneously (RESULTS).",C001099,,Yes,"On the Motion to Table S.Amdt. 1251 to S. 744 (Border Security, Economic Opportunity, and Immigration Modernization Act)",Motion to Table Agreed to,159,1,12:02:00,"{u'not_voting': 3, u'yes': 54, u'present': 0, u'no': 43}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/159.json,s744,S000148,https://api.propublica.org/congress/v1/113/bills/s744.json
{},"{u'api_uri': None, u'title': None, u'number': u'PN407', u'bill_id': u'pn407-113', u'latest_action': None}",Senate,113,2013-06-19,"Michael Froman, of New York, to be United States Trade Representative, with the rank of Ambassador",C001099,"{u'nomination_id': u'PN407-113', u'agency': u'', u'number': u'PN407', u'name': u''}",Yes,On the Nomination PN407,Nomination Confirmed,158,1,17:54:00,"{u'not_voting': 2, u'yes': 93, u'present': 1, u'no': 4}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/158.json,pn407,NA,NA
"{u'api_uri': u'https://api.propublica.org/congress/v1/113/amendments/samdt1227.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/H001041.json', u'number': u'S.Amdt. 1227', u'sponsor_party': u'R', u'sponsor': u'Dean Heller', u'sponsor_id': u'H001041', u'sponsor_state': u'Nev.'}","{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S. 744', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/s744.json', u'latest_action': u'Committee on the Judiciary. Hearings held.', u'sponsor_id': u'S000148', u'bill_id': u's744-113'}",Senate,113,2013-06-19,To include a representative from the Southwestern State of Nevada on the Southern Border Security Commission.,C001099,,Yes,"On the Amendment S.Amdt. 1227 to S. 744 (Border Security, Economic Opportunity, and Immigration Modernization Act)",Amendment Agreed to,157,1,17:28:00,"{u'not_voting': 2, u'yes': 89, u'present': 0, u'no': 9}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/157.json,s744,S000148,https://api.propublica.org/congress/v1/113/bills/s744.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/113/amendments/samdt1208.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/L000577.json', u'number': u'S.Amdt. 1208', u'sponsor_party': u'R', u'sponsor': u'Mike Lee', u'sponsor_id': u'L000577', u'sponsor_state': u'Utah'}","{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S. 744', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/s744.json', u'latest_action': u'Committee on the Judiciary. Hearings held.', u'sponsor_id': u'S000148', u'bill_id': u's744-113'}",Senate,113,2013-06-19,To require fast-track congressional approval when the Secretary of Homeland Security notifies Congress of the implementation of the border security strategies and certifies that the strategies are substantially operational.,C001099,,No,"On the Amendment S.Amdt. 1208 to S. 744 (Border Security, Economic Opportunity, and Immigration Modernization Act)",Amendment Rejected,156,1,17:08:00,"{u'not_voting': 2, u'yes': 39, u'present': 0, u'no': 59}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/156.json,s744,S000148,https://api.propublica.org/congress/v1/113/bills/s744.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/113/amendments/samdt1268.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/M001183.json', u'number': u'S.Amdt. 1268', u'sponsor_party': u'D', u'sponsor': u'Joe Manchin III', u'sponsor_id': u'M001183', u'sponsor_state': u'W.Va.'}","{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S. 744', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/s744.json', u'latest_action': u'Committee on the Judiciary. Hearings held.', u'sponsor_id': u'S000148', u'bill_id': u's744-113'}",Senate,113,2013-06-19,To provide for common sense limitations on salaries for contractor executives and employees involved in border security.,C001099,,Yes,"On the Amendment S.Amdt. 1268 to S. 744 (Border Security, Economic Opportunity, and Immigration Modernization Act)",Amendment Agreed to,155,1,16:39:00,"{u'not_voting': 2, u'yes': 72, u'present': 0, u'no': 26}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/155.json,s744,S000148,https://api.propublica.org/congress/v1/113/bills/s744.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/113/amendments/samdt1200.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/P000603.json', u'number': u'S.Amdt. 1200', u'sponsor_party': u'R', u'sponsor': u'Rand Paul', u'sponsor_id': u'P000603', u'sponsor_state': u'Ky.'}","{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S. 744', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/s744.json', u'latest_action': u'Committee on the Judiciary. Hearings held.', u'sponsor_id': u'S000148', u'bill_id': u's744-113'}",Senate,113,2013-06-19,"To provide for enhanced border security, including strong border security metrics and congressional votes on border security and for other purposes.",C001099,,Yes,"On the Motion to Table S.Amdt. 1200 to S. 744 (Border Security, Economic Opportunity, and Immigration Modernization Act)",Motion to Table Agreed to,154,1,15:45:00,"{u'not_voting': 2, u'yes': 61, u'present': 0, u'no': 37}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/154.json,s744,S000148,https://api.propublica.org/congress/v1/113/bills/s744.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/113/amendments/samdt1198.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/T000464.json', u'number': u'S.Amdt. 1198', u'sponsor_party': u'D', u'sponsor': u'Jon Tester', u'sponsor_id': u'T000464', u'sponsor_state': u'Mont.'}","{u'title': u'A bill to provide for comprehensive immigration reform and for other purposes.', u'number': u'S. 744', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/s744.json', u'latest_action': u'Committee on the Judiciary. Hearings held.', u'sponsor_id': u'S000148', u'bill_id': u's744-113'}",Senate,113,2013-06-18,To modify the Border Oversight Task Force to include tribal government officials.,C001099,,Yes,"On the Amendment S.Amdt. 1198 to S. 744 (Border Security, Economic Opportunity, and Immigration Modernization Act)",Amendment Agreed to,153,1,15:56:00,"{u'not_voting': 6, u'yes': 94, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/153.json,s744,S000148,https://api.propublica.org/congress/v1/113/bills/s744.json
