amendment,bill,chamber,congress,date,description,member_id,nomination,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
"{u'api_uri': u'https://api.propublica.org/congress/v1/112/amendments/samdt215.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/R000361.json', u'number': u'S.Amdt. 215', u'sponsor_party': u'D', u'sponsor': u'John D. Rockefeller IV', u'sponsor_id': u'R000361', u'sponsor_state': u'W.Va.'}","{u'title': u'SBIR/STTR Reauthorization Act of 2011', u'number': u'S. 493', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/s493.json', u'latest_action': u'Senate floor actions. Status: Cloture on the bill (S. 493 ) not invoked in Senate by Yea-Nay Vote. 52 - 44. Record Vote Number: 64.Note: On 11/29/2011, this bill was incorporated into S. 1867  as S. Amdt. 1115 .', u'sponsor_id': u'L000550', u'bill_id': u's493-112'}",Senate,112,2011-04-06,SBIR/STTR Reauthorization Act of 2011 ,E000194,,No,On the Amendment,Amendment Rejected,53,1,16:50:00,"{u'not_voting': 0, u'yes': 12, u'present': 0, u'no': 88}",https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/53.json,s493,L000550,https://api.propublica.org/congress/v1/112/bills/s493.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/112/amendments/samdt277.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/S000770.json', u'number': u'S.Amdt. 277', u'sponsor_party': u'D', u'sponsor': u'Debbie Stabenow', u'sponsor_id': u'S000770', u'sponsor_state': u'Mich.'}","{u'title': u'SBIR/STTR Reauthorization Act of 2011', u'number': u'S. 493', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/s493.json', u'latest_action': u'Senate floor actions. Status: Cloture on the bill (S. 493 ) not invoked in Senate by Yea-Nay Vote. 52 - 44. Record Vote Number: 64.Note: On 11/29/2011, this bill was incorporated into S. 1867  as S. Amdt. 1115 .', u'sponsor_id': u'L000550', u'bill_id': u's493-112'}",Senate,112,2011-04-06,SBIR/STTR Reauthorization Act of 2011 ,E000194,,No,On the Amendment,Amendment Rejected,52,1,16:33:00,"{u'not_voting': 0, u'yes': 7, u'present': 0, u'no': 93}",https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/52.json,s493,L000550,https://api.propublica.org/congress/v1/112/bills/s493.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/112/amendments/samdt236.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/B000243.json', u'number': u'S.Amdt. 236', u'sponsor_party': u'D', u'sponsor': u'Max Baucus', u'sponsor_id': u'B000243', u'sponsor_state': u'Mont.'}","{u'title': u'SBIR/STTR Reauthorization Act of 2011', u'number': u'S. 493', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/s493.json', u'latest_action': u'Senate floor actions. Status: Cloture on the bill (S. 493 ) not invoked in Senate by Yea-Nay Vote. 52 - 44. Record Vote Number: 64.Note: On 11/29/2011, this bill was incorporated into S. 1867  as S. Amdt. 1115 .', u'sponsor_id': u'L000550', u'bill_id': u's493-112'}",Senate,112,2011-04-06,SBIR/STTR Reauthorization Act of 2011 ,E000194,,No,On the Amendment,Amendment Rejected,51,1,16:05:00,"{u'not_voting': 0, u'yes': 7, u'present': 0, u'no': 93}",https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/51.json,s493,L000550,https://api.propublica.org/congress/v1/112/bills/s493.json
{},"{u'title': u'SBIR/STTR Reauthorization Act of 2011', u'number': u'S.493', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/s493.json', u'latest_action': u'Senate floor actions. Status: Cloture on the bill (S. 493 ) not invoked in Senate by Yea-Nay Vote. 52 - 44. Record Vote Number: 64.Note: On 11/29/2011, this bill was incorporated into S. 1867  as S. Amdt. 1115 .', u'sponsor_id': u'L000550', u'bill_id': u's493-112'}",Senate,112,2011-04-05,SBIR/STTR Reauthorization Act of 2011 ,E000194,,No,On the Motion to Table,Motion to Table Agreed to,50,1,14:55:00,"{u'not_voting': 0, u'yes': 90, u'present': 0, u'no': 10}",https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/50.json,s493,L000550,https://api.propublica.org/congress/v1/112/bills/s493.json
{},"{u'title': u'Comprehensive 1099 Taxpayer Protection and Repayment of Exchange Subsidy Overpayments Act of 2011', u'number': u'H.R.4', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr4.json', u'latest_action': u'Became Public Law No: 112-9', u'sponsor_id': u'L000517', u'bill_id': u'hr4-112'}",Senate,112,2011-04-05,"A bill to repeal the expansion of information reporting requirements for payments of $600 or more to corporations, and for other purposes.",E000194,,Yes,On Passage of the Bill,Bill Passed,49,1,12:37:00,"{u'not_voting': 1, u'yes': 87, u'present': 0, u'no': 12}",https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/49.json,hr4,L000517,https://api.propublica.org/congress/v1/112/bills/hr4.json
"{u'api_uri': u'https://api.propublica.org/congress/v1/112/amendments/samdt284.json', u'sponsor_uri': u'https://api.propublica.org/congress/v1/members/M000639.json', u'number': u'S.Amdt. 284', u'sponsor_party': u'D', u'sponsor': u'Robert Menendez', u'sponsor_id': u'M000639', u'sponsor_state': u'N.J.'}","{u'title': u'Comprehensive 1099 Taxpayer Protection and Repayment of Exchange Subsidy Overpayments Act of 2011', u'number': u'H.R. 4', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr4.json', u'latest_action': u'Became Public Law No: 112-9', u'sponsor_id': u'L000517', u'bill_id': u'hr4-112'}",Senate,112,2011-04-05,To protect small businesses from health insurance premium increases or losses of health insurance coverage.,E000194,,No,On the Amendment,Amendment Rejected,48,1,12:11:00,"{u'not_voting': 1, u'yes': 41, u'present': 0, u'no': 58}",https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/48.json,hr4,L000517,https://api.propublica.org/congress/v1/112/bills/hr4.json
{},"{u'api_uri': None, u'title': None, u'number': u'PN1', u'bill_id': u'pn1-112', u'latest_action': None}",Senate,112,2011-04-04,"Jimmie V. Reyna, of Maryland, to be United States Circuit Judge for the Federal Circuit",E000194,"{u'nomination_id': u'PN1-112', u'agency': u'', u'number': u'PN1', u'name': u''}",Yes,On the Nomination,Nomination Confirmed,47,1,17:32:00,"{u'not_voting': 14, u'yes': 86, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/47.json,pn1,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'PN18', u'bill_id': u'pn18-112', u'latest_action': None}",Senate,112,2011-03-28,"Mae A. D&#39;Agostino, of New York, to be United States District Judge for the Northern District of New York",E000194,"{u'nomination_id': u'PN18-112', u'agency': u'', u'number': u'PN18', u'name': u''}",Yes,On the Nomination,Nomination Confirmed,46,1,17:35:00,"{u'not_voting': 12, u'yes': 88, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/46.json,pn18,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'PN26', u'bill_id': u'pn26-112', u'latest_action': None}",Senate,112,2011-03-17,"Amy Berman Jackson, of the District of Columbia, to be United States District Judge for the District of Columbia",E000194,"{u'nomination_id': u'PN26-112', u'agency': u'', u'number': u'PN26', u'name': u''}",Not Voting,On the Nomination,Nomination Confirmed,45,1,15:12:00,"{u'not_voting': 3, u'yes': 97, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/45.json,pn26,NA,NA
{},"{u'title': u'Additional Continuing Appropriations Amendments, 2011', u'number': u'H.J.Res.48', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hjres48.json', u'latest_action': u'Became Public Law No: 112-6', u'sponsor_id': u'R000395', u'bill_id': u'hjres48-112'}",Senate,112,2011-03-17,"Additional Continuing Appropriations Amendments, 2011 ",E000194,,No,On the Joint Resolution,Joint Resolution Passed,44,1,14:45:00,"{u'not_voting': 0, u'yes': 87, u'present': 0, u'no': 13}",https://api.propublica.org/congress/v1/112/senate/sessions/1/votes/44.json,hjres48,R000395,https://api.propublica.org/congress/v1/112/bills/hjres48.json
